¢#0,©#1860,§#228480
¢#0,©#0,§#1680
¢#0,©#63720,§#15480
¢#0,©#1740,ª#8760,§#698340
¢#0,©#60,§#60
¢#0,©#266640,§#1260
¢#0,©#284820,§#780
¢#0,©#1890180,ª#26880,§#1124820
¢#0,©#0,§#60
¢#0,©#9180,§#63660
¢#0,©#350460,§#420
¢#0,©#0,ª#777240,©#1555800,§#60
¢#0,¢#600,©#283140,§#60
¢#0,©#159900,§#75000
¢#0,©#1811400,ª#420,©#255360,§#0
¢#0,©#2340,§#2051820
¢#0,¢#9600,©#15000,ª#720,©#69600,§#1440
¢#0,©#0,ª#81420,©#1487760,§#60
©#0,§#1561740
¢#0,¢#1219800,©#0,§#508440
¢#0,©#1486440,§#0
¢#0,©#0,§#4080
¢#0,©#427140,§#60,©#1220760,§#75840
¢#0,¢#148800,©#93900,§#12180,§#720
¢#0,©#0,ª#232440,©#95220,§#0
¢#0,©#0,§#60
¢#0,©#0,§#253200
¢#0,©#84600,§#60
¢#0,©#95280,ª#180,§#89400
¢#0,©#20100,ª#669720,§#104880
¢#0,§#93780
¢#0,©#3734520,§#240
¢#0,©#0,§#78300
¢#0,§#1560420,§#0
¢#0,©#1807140,ª#1287360,§#439740
¢#0,©#273900,§#0
¢#0,§#0,§#0
¢#0,©#430140,§#0
¢#0,ª#60,§#81660,§#60
¢#0,¢#120,©#1410780,§#1124760
¢#0,©#66180,§#1500
¢#0,©#58140,§#480
¢#0,¢#6360,©#333540,§#0
¢#0,©#2057340,§#0
¢#0,©#1210980,§#1787100
¢#0,©#1574460,ª#96420,§#1451220
¢#0,¢#374640,©#63720,§#0
¢#0,©#0,ª#6180,©#14220,§#60
¢#0,©#0,§#153600
¢#0,¢#0,©#10020,ª#58980,ª#0,©#2332500,§#1230600
¢#0,©#66840,©#840,§#1920
¢#0,©#0,§#3900
¢#0,©#4200,§#64620
¢#0,©#60,§#1045680
¢#0,©#0,§#300
¢#0,©#85500,ª#0,©#1028160,§#0
¢#0,©#245400,§#2175180
¢#0,©#1198920,§#0
¢#0,©#0,§#371400
¢#0,©#83580,§#60
¢#0,©#60,ª#275340,©#329400,§#0
¢#0,©#0,§#686700,§#0
¢#0,ª#411960,©#1116660,§#0
¢#0,¢#60,©#67860,§#2940
¢#0,©#0,§#120
¢#0,©#105840,§#322020
¢#0,§#17760,§#240
¢#0,©#359880,§#180
¢#0,©#78180,§#3060
¢#0,©#0,§#1020
¢#0,¢#2640,©#19080,§#345660
¢#0,©#57840,§#480
¢#0,©#2160,ª#615600,§#2353380
¢#0,©#510900,§#542880
¢#0,©#3265800,§#60
¢#0,©#84120,§#780
¢#0,©#1978140,§#0
¢#0,©#60,§#266760,©#600,§#192660
¢#0,¢#0,©#65820,§#0
¢#0,©#66540,§#1560
¢#0,©#682020,§#60
¢#0,©#939480,§#257100
¤#0,¢#171300,©#0,§#1752120,§#0
¢#0,©#0,§#101880,§#0
¢#0,©#2446380,§#60
¢#0,©#78180,ª#148620,§#882900
¢#0,©#228780,§#12300
¢#0,©#10860,ª#60,©#955320,§#0
¢#0,©#420,§#0
¢#0,©#404760,§#60
¤#0,¢#59760,©#6540,§#973140
¢#0,©#0,§#240000,§#0
¢#0,©#20340,ª#63300,§#2517540
¢#0,©#0,ª#4980,ª#263040,©#2303760,§#60
¢#0,©#180,§#0
¢#0,©#94140,§#60
¢#0,¢#60,©#162840,§#7140
¢#0,©#0,§#0
¢#0,©#0,§#62580
¢#0,©#17880,§#497520
¢#0,©#540,§#457500
¢#0,©#120,§#9960,§#0
¢#0,©#361140,ª#72060,§#88860
¢#0,©#722100,§#493320
¢#0,©#60,§#74040
¢#0,©#23400,§#480
¢#0,¢#120,©#420,§#11160
¢#0,©#358920,§#167100
¢#0,©#60,§#13080
¢#0,©#69300,ª#1134060,§#258660
¢#0,©#0,ª#240,©#91620,§#60
¢#0,©#60,§#60420
¢#0,¢#413880,©#11520,§#120
¢#0,©#485940,§#30180
¢#0,©#60,§#189240,§#0
¢#0,©#0,§#1680
¢#0,©#953520,ª#189540,©#584340,§#0
¢#0,©#600,§#19260
¢#0,©#537300,§#2832300
¢#0,©#1125120,§#22320
¢#0,©#237960,§#3660
¢#0,©#2820,ª#165780,§#1472160
¢#0,©#0,¥#25620,§#1455660
¢#0,©#60,§#2877840,§#0
¢#0,©#20280,§#582900,§#0
¢#0,¢#0,©#415980,§#5760
¢#0,©#2220,§#241140
¢#0,©#174660,ª#346020,©#757380,§#0
¢#0,©#120,ª#540,©#2760,§#0
¢#0,©#60,ª#279240,©#602340,§#0
¢#0,©#3720,§#3026880
¢#0,©#262260,§#3364740
¢#0,©#60,§#83520
¢#0,©#857460,ª#0,©#521880,§#60
¢#0,©#0,§#2580
¢#0,¢#60,©#85260,ª#495900,§#1300800
¢#0,§#56160
¢#0,©#88980,§#59160
¢#0,§#236940,§#0
¢#0,©#2040,§#106140
¢#0,¢#840,©#253440,§#6060
¢#0,©#60,§#360
¢#0,©#539580,§#92340
¢#0,©#60,§#67020
¢#0,©#64980,§#1440
¢#0,©#314520,ª#358440,§#2088720
¢#0,©#55260,§#23340
¢#0,©#402120,§#173160
¢#0,©#60,§#16980
¢#0,©#0,§#80100
¢#0,©#155700,§#1134180
¢#0,©#60,§#1580820,§#0
¢#0,©#17280,§#241740
¢#0,©#1639740,§#22920
¢#0,¢#720,©#62880,§#116280
¢#0,©#84840,§#2690460
¢#0,©#65160,£#840,¥#3709560,§#88140
¢#0,©#60,§#1040160
¢#0,©#0,ª#72060,§#1471800
¢#0,©#16140,ª#253500,ª#68880,©#518400,§#60
¢#0,©#0,ª#600960,§#3007920
¢#0,©#594000,§#516180
¢#0,©#442500,ª#177480,§#348720
¢#0,©#60,§#424200
¢#0,©#13500,§#235500,§#0
¢#0,©#60,§#25440
¢#0,©#331200,ª#7380,§#857280
¢#0,©#60,©#0,ª#691500,©#761340,§#60
¢#0,©#0,§#931980,©#1451160,§#3660
¢#0,©#60,§#480
¢#0,©#1199700,§#433860,§#0
¢#0,©#78780,§#22620
¢#0,©#253380,ª#1020,§#608520
¢#0,©#173460,§#1017360
¢#0,©#117840,ª#163440,§#1024560
¢#0,©#0,§#521640
¢#0,©#58620,§#541920
¢#0,©#3060,§#606480
¢#0,©#480,§#60
¢#0,©#170760,§#359400
¢#0,©#8640,§#86340
¢#0,©#60,ª#7800,§#2151960
¢#0,©#480,§#120
¢#0,©#0,§#80820
¢#0,©#431580,§#60
¢#0,©#3180,§#1680
¢#0,©#1980,§#66060
¢#0,©#1260,§#318000
¢#0,©#12780,§#360
¢#0,©#5700,§#1020
¢#0,©#3180,§#1860
¢#0,ª#900,©#1188480,ª#2400,©#2349240,§#60
¢#0,©#354300,ª#720,§#340920
¢#0,©#9180,§#1207860
¢#0,§#540
¢#0,©#18060,ª#576300,§#720480
¢#0,©#0,§#74460
¢#0,©#157980,§#1133700
¢#0,§#1260
¢#0,©#661140,§#1210860
¢#0,©#6060,§#65700
¢#0,©#239760,§#337860
¢#0,©#29400,§#78960
¢#0,©#7560,§#676920
¢#0,©#0,ª#108840,§#95280
¢#0,©#6240,§#2580
¢#0,©#0,§#114540
¢#0,¢#60,©#442200,§#158340
¢#0,©#1920,§#6180
¢#0,©#97920,ª#2490240,©#1037040,§#240
¢#0,ª#12120,©#1980,§#0,©#2400,ª#2640,©#232500,§#60
¢#0,©#60,ª#6060,§#91020
©#0,§#60
¢#0,©#90120,§#180,§#0
¢#0,©#0,©#7980,§#1534740
¢#0,§#343920
¢#0,©#0,§#60
¢#0,©#0,§#250920
¢#0,©#0,ª#89580,§#605580
¢#0,©#259800,§#94500,©#108060,ª#65280,©#1660500,§#1860
¢#0,©#56100,§#114780
¢#0,©#60,ª#2580,©#335340,ª#364920,©#608640,§#0
¢#0,©#0,§#0
¢#0,©#171120,§#684300
¢#0,©#2416740,ª#2580,©#14460,§#2820
¢#0,©#1319520,§#143940
¢#0,©#249720,§#115200
¢#0,©#102600,§#1080
¤#0,¢#6180,©#493980,§#110820
©#0,§#721380
¢#0,©#230760,§#25320
¢#0,©#270060,§#1213980
¢#0,¢#60,©#240,§#1500
¤#0,¢#335400,©#60,§#0
¢#0,©#671100,§#2520
¢#0,©#1038300,§#689160
¢#0,©#1320,ª#629040,§#1894980
¢#0,§#64080
¢#0,©#0,§#4920
¢#0,©#660,ª#201480,©#79140,§#60
¢#0,©#459720,ª#540,©#1093560,§#0
¢#0,¢#0,©#60,§#2734800
¢#0,©#522720,§#660
¢#0,©#0,§#60
¤#0,¢#300,©#106080,§#420
¢#0,©#235680,§#120
¢#0,©#59700,§#519180
¢#0,©#0,§#1038900
¢#0,©#0,§#1823220
¢#0,©#8940,§#67380
¢#0,©#0,§#300
¢#0,©#60,§#1872420
¢#0,©#13620,ª#3600,©#1358580,§#1020
¢#0,©#0,§#339960
¢#0,©#60,£#72600,§#3310020
¢#0,©#269040,ª#937500,§#265260,§#0
¢#0,©#56340,§#198480
¢#0,©#60,§#13920
¢#0,©#86400,ª#1748100,©#152640,§#300
¢#0,§#60
¢#0,©#801600,§#420
¢#0,©#57240,§#175140
¢#0,©#120,§#85620
¢#0,¢#420,©#3960,§#0
¢#0,©#420,ª#740040,ª#60,©#1735920,§#0
¢#0,©#497520,§#699600
¢#0,©#2074980,§#0
©#0,§#883500
¢#0,¢#60,©#0,§#144000
¢#0,©#0,§#20940
©#0,§#616140
¢#0,©#0,ª#1303980,©#69600,§#0
¢#0,©#180,§#69120
¢#0,©#19500,§#3639660
¢#0,©#0,§#3120
¢#0,©#0,§#78060
¢#0,ª#107280,©#410760,§#604140
¢#0,©#256440,§#343020
¢#0,¢#540,§#61800
¢#0,©#82920,§#18540
¢#0,©#494580,§#98820
¢#0,©#11400,§#4620
¢#0,©#60,§#1201620
¢#0,©#0,§#7080
¢#0,©#227580,ª#788220,©#1227780,§#1011660
¤#0,¢#0,©#60,§#0
¢#0,©#695940,§#1380
¢#0,©#76080,§#3960
¢#0,¢#1056000,©#332760,§#240
¢#0,¢#179640,©#0,ª#270360,§#62100
¢#0,©#28440,§#1125540
¢#0,©#30780,§#64500
¢#0,©#1320,§#1740
¢#0,©#0,§#2520
¢#0,¢#0,©#670860,§#26460
¢#0,¢#1200300,©#0,ª#710220,©#502560,§#0
¢#0,©#345720,§#274440
¢#0,©#1200,ª#425220,©#6420,§#1269960
¢#0,©#60,ª#189540,©#236820,§#1920
¢#0,ª#855180,©#511440,§#14520
¢#0,©#0,ª#614580,©#2499660,§#1200
¢#0,©#4080,§#95340
¢#0,©#60,§#1721700
¢#0,©#0,§#70380
¢#0,©#0,§#20940
¢#0,©#7140,§#606360
¢#0,©#0,§#17220
¢#0,©#60,§#83220
¢#0,¢#0,©#19680,§#86160
¢#0,©#435180,§#0
¢#0,¢#240,©#2160,§#0
¢#0,©#0,§#1080
¢#0,©#60,§#74280
¢#0,©#410400,§#180
¢#0,©#1555560,ª#8340,©#79560,§#163440
¢#0,©#60,§#7500
¢#0,©#0,§#17280,§#0
¢#0,©#1920,ª#108780,ª#0,©#771060,§#60
¢#0,§#8580,§#300
¢#0,©#0,§#13920
¢#0,©#152460,ª#120,©#365940,§#0
¢#0,©#109920,§#2054100
¢#0,§#960
¢#0,©#146280,§#1080
¢#0,©#0,§#1304100
¢#0,¢#480,©#68580,§#0,§#682200
¢#0,©#2880,§#0
¢#0,©#60,§#347220
¢#0,©#12480,ª#86400,§#88920
¤#0,¢#0,©#360,§#1575600
¢#0,©#300,§#16020
¢#0,©#720,ª#60,©#2864400,§#0
¢#0,©#9600,§#67560,§#0
¢#0,©#67860,§#9360
¢#0,©#170640,§#439740
¢#0,©#3720,§#511200
¢#0,©#0,§#360
¢#0,©#178320,§#345480
¢#0,©#180,§#7080
¢#0,©#6480,§#360
¢#0,©#443220,§#162060
¢#0,¢#22260,¢#175140,©#0,§#78420
¢#0,©#103200,§#840
¢#0,©#0,§#0,©#14640,ª#480,©#2243400,§#0
¢#0,©#1147380,§#78600
¢#0,©#60,ª#77640,©#2944260,§#0
¢#0,©#60,©#240,§#840
¢#0,©#87960,§#520920
¢#0,©#2252340,§#11160
¢#0,©#15300,§#2160
¢#0,©#520020,§#68760
¢#0,©#6180,§#96180
¢#0,¢#12420,©#0,§#672840
¢#0,©#4560,§#26700
¢#0,©#0,§#4680
¢#0,©#16980,§#411360
¢#0,§#103800
¢#0,©#9540,§#60720,§#0
¢#0,©#71220,ª#1310340,§#600000
¢#0,©#66120,§#1080
¢#0,©#6780,§#1139040
¢#0,©#0,ª#1274400,©#545280,§#240
¢#0,©#0,ª#1034580,§#61200,§#0
¢#0,¢#627600,©#861000,§#0
¤#0,¢#324420,¢#0,©#11880,§#2700
¢#0,©#1020,§#1305540
¢#0,©#60,§#6060
¢#0,©#157800,ª#1800,©#627480,§#1637340
¢#0,©#241740,§#101160
¢#0,©#4980,§#78240
¢#0,©#18120,ª#408840,§#964200
¢#0,¢#337080,©#0,§#0
¢#0,©#597240,§#339420
¢#0,©#1453320,§#60
¢#0,©#65460,§#425880
¢#0,©#182100,§#245100
¢#0,©#15060,§#180
¢#0,©#604740,§#1058100
¢#0,©#519900,§#493800
¢#0,©#76560,§#337200
¢#0,©#2100,©#0,ª#361740,§#247860
¢#0,©#240420,§#1633020
¢#0,©#60,ª#716280,§#406680
¤#0,¢#0,©#0,§#234120
¢#0,©#0,§#4680
¢#0,©#1121760,§#500820
¢#0,¢#60,©#0,§#80280
¢#0,©#150960,§#0
¢#0,¢#105000,§#2160
¢#0,©#319560,§#1141560
¢#0,©#1320,ª#61860,©#356040,§#0
¢#0,©#72360,§#17520,©#3616740,§#17760,§#0
¢#0,©#447240,§#73860
¢#0,©#265200,§#15900,§#0
¢#0,©#0,§#58560
¢#0,¢#1560,©#627720,©#435300,§#598440
¢#0,©#2340,§#22620
¢#0,©#77820,ª#159600,§#14520
¢#0,©#60,§#27420
¢#0,©#332340,ª#4800,§#164400
¢#0,©#2512440,§#0
¢#0,©#1641240,§#60
¢#0,©#180,§#15540
¢#0,©#488160,§#2580
¢#0,©#0,§#1920,§#0
¢#0,©#60,ª#978540,§#164220
¢#0,©#601200,§#3000
¢#0,¢#633900,¢#1460640,©#2340,ª#0,©#850980,ª#0,©#173220,§#60
¢#0,©#1200,ª#1361520,§#1468560
¢#0,©#0,§#2786160
¢#0,©#120,§#0
¢#0,©#60,§#88020
¢#0,¢#3120,©#0,§#0
¢#0,¢#120,¢#3809760,¢#0,©#0,§#60
¢#0,©#6660,ª#98880,§#1696800
¤#0,¢#60,©#360,§#171540
¢#0,©#70740,§#11880
¢#0,§#60,§#0
¢#0,©#180,§#720
¢#0,©#0,§#173340
¢#0,©#2189580,§#0
¢#0,©#181860,§#0
¢#0,©#438840,ª#773880,§#2104320
¢#0,©#62640,ª#60,©#81480,ª#1440,§#1322160
¢#0,©#1500,§#420
¢#0,©#16740,§#338040
¢#0,©#1212780,§#341220
¢#0,©#60,§#7740
¢#0,©#6000,ª#4320,§#1365660
¢#0,©#182700,ª#180,§#156780
¢#0,©#23700,§#240,©#1029840,§#509160
¢#0,©#2940,§#161040
¢#0,¢#60,©#112020,§#240
¢#0,©#0,§#60
¤#0,¢#60,©#0,§#0
¢#0,¢#900,©#240,§#261000
¢#0,¢#448680,©#0,§#929820
¢#0,©#617760,£#64680,¦#0,¦#78240,§#1822440
¢#0,©#60,§#60
¢#0,©#540,§#3288960
¢#0,©#81120,§#1064340
¢#0,©#60,§#360
¢#0,©#60,§#604620
¢#0,©#840,§#16020
¤#0,¢#240,©#598860,§#240
¢#0,©#168600,§#23400
¢#0,©#600,§#1119900
©#0,§#522600
¢#0,©#238560,§#350640
¢#0,©#0,§#60
¢#0,©#60,§#5100
¢#0,©#60,§#120
¢#0,©#1488840,§#71700
¢#0,©#660,ª#610920,§#59040
¢#0,©#0,§#4260
¢#0,©#333960,§#24900
¢#0,©#5640,§#1115220
¢#0,¢#1298400,©#0,©#601620,§#120
¢#0,©#1905780,§#840
¢#0,©#240120,§#18000
¢#0,©#1037640,ª#2220,©#1377240,§#60
¢#0,©#169260,§#120
¢#0,©#77760,§#700500
¢#0,¢#1500,©#3360,§#1440
¢#0,©#13800,§#409800
¢#0,©#2526000,§#0
¢#0,©#60,§#27480
¢#0,©#0,§#424740
¢#0,©#120,§#180
¢#0,¢#89520,¢#0,©#1104780,§#616680
¢#0,©#540,ª#198300,§#1613280
¢#0,©#97620,ª#360,§#583620
¢#0,©#605700,§#1226940
¢#0,©#362040,§#0
¢#0,©#65760,§#433260
¢#0,©#66240,§#18600
¢#0,©#90360,ª#104400,©#1031340,ª#60,§#761340,§#0
¢#0,©#160440,§#60
¢#0,§#88020
¢#0,©#60,§#154080
¢#0,©#169200,ª#1031400,ª#16740,§#58320
¢#0,©#444300,§#3420
¢#0,¢#60,©#1920,§#175500
¢#0,©#226920,ª#626640,ª#246480,©#452400,ª#60,©#0,§#60
¢#0,©#0,§#84360
¢#0,©#79560,§#183060
¢#0,§#2400
¢#0,©#58080,§#91440,§#1800,©#2160,§#951120
¢#0,©#100020,§#2345160
¢#0,©#0,§#2100
¢#0,©#6660,ª#507420,§#75600
¢#0,©#0,£#60,§#3548760,©#0,£#0,§#240
¢#0,©#2154960,ª#120,©#11460,§#60
¢#0,§#201780,§#60
¢#0,©#0,§#160200
¤#0,¢#53880,©#354960,§#60
¢#0,©#60,§#536820
¢#0,¢#540,©#5820,§#0
¢#0,©#70440,ª#2677200,©#612000,§#0
¢#0,©#60,§#606600
¢#0,©#180,§#1980
¢#0,©#4140,§#244200
¢#0,¢#237660,©#172800,§#12540
¢#0,©#360,§#92580
¢#0,©#660,§#0
¢#0,©#520560,§#79740
¢#0,©#0,§#0
¢#0,©#865740,§#780
¢#0,©#344460,§#534300
¢#0,©#240,ª#1707600,©#779160,§#60
¢#0,©#868380,§#343920
¢#0,©#287100,§#2401980
¢#0,©#22020,ª#1125600,ª#504900,©#875400,§#0
¢#0,§#11460,§#0
¢#0,©#88860,ª#60,©#328980,§#1500
¢#0,©#0,§#403500
¢#0,©#660,§#6780
¢#0,©#420,§#1200
¢#0,©#65460,§#1758360
¢#0,¢#262620,©#0,ª#338640,©#4260,§#0
¢#0,©#20160,§#180
¢#0,§#60
¢#0,¢#1393860,©#0,§#226740
¢#0,©#0,§#161940,§#0
¢#0,©#2479380,§#377880
¢#0,©#60,ª#6480,©#80520,§#0
¢#0,©#0,¥#1133940,§#168420
¢#0,©#360,ª#85920,§#956880
¢#0,©#180,§#480
¢#0,©#421560,ª#180,§#2163840
¢#0,©#660,§#5580
¢#0,©#3120,§#720
¢#0,©#60,©#60,©#500880,ª#2760,ª#15240,©#258360,§#240
¢#0,¢#1620,©#9540,§#93840
¢#0,©#120,§#344580
¢#0,¢#60,¢#0,©#1260,ª#1549260,§#10200
¢#0,ª#88440,©#6480,ª#0,©#78360,§#60
¢#0,©#0,§#268080
¢#0,©#186780,ª#505380,§#1653540
¢#0,©#0,§#0
¢#0,©#79860,§#120
¢#0,©#88800,§#2220
¢#0,©#60,§#1281120
¢#0,©#0,§#0
¢#0,©#74040,ª#680700,©#784980,§#10560
¢#0,©#1096200,§#180720
¢#0,©#241560,§#1389660
¢#0,©#345000,ª#84600,©#169440,§#3180
¢#0,©#354420,ª#0,©#1223220,§#60
¢#0,©#259260,§#8280
¢#0,©#60,§#60300
¢#0,¢#420,©#228660,§#9780
¢#0,©#190380,§#120
¤#0,¢#60,©#0,§#634200
¢#0,©#59880,§#359460
