CaseID,Prefix length,Ground truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
3272,2,§,§,1.0,1.0,1.0,257340,17456.23560682966,,239883.76439317034
3274,2,©,©,1.0,1.0,1.0,60,2162.1489244262552,,2102.1489244262552
3275,2,§,§,1.0,1.0,1.0,5400,17467.90514525018,,12067.90514525018
3277,2,§,§,1.0,1.0,1.0,83940,17456.23560682966,,66483.76439317034
3278,2,ª,§,0.0,0.0,0.0,5700,17459.164777260023,,11759.164777260023
3279,2,ª,§,0.0,0.0,0.0,268440,36797.62810209974,,231642.37189790024
3280,2,§,§,1.0,1.0,1.0,75900,36702.60606476984,,39197.39393523016
3281,2,§,§,1.0,1.0,1.0,420,23247.47426446405,,22827.47426446405
3282,2,§,§,1.0,1.0,1.0,2100,17459.164777260023,,15359.164777260023
3283,2,§,§,1.0,1.0,1.0,1200720,18266.339804027517,,1182453.6601959725
3284,2,§,§,1.0,1.0,1.0,3720,17497.34142234325,,13777.341422343248
3285,2,§,§,1.0,1.0,1.0,686160,36355.73508527692,,649804.2649147231
3286,2,§,§,1.0,1.0,1.0,627480,26290.563338603864,,601189.4366613962
3287,2,ª,§,0.0,0.0,0.0,0,17459.164777260023,,17459.164777260023
3288,2,ª,§,0.0,0.0,0.0,79980,17456.23560682966,,62523.764393170335
3290,2,§,§,1.0,1.0,1.0,2040,23770.08761256167,,21730.08761256167
3292,2,ª,§,0.0,0.0,0.0,120,17639.990765147028,,17519.990765147028
3293,2,§,,0.0,0.0,0.0,0,0.0,,0.0
3295,2,ª,§,0.0,0.0,0.0,0,17456.23560682966,,17456.23560682966
3296,2,©,©,1.0,1.0,1.0,60,2757.0172383972085,,2697.0172383972085
3297,2,§,©,0.0,0.0,0.0,60,712.4295634696468,,652.4295634696468
3298,2,§,§,1.0,1.0,1.0,72480,23345.060897363877,,49134.939102636126
3299,2,§,§,1.0,1.0,1.0,6420,17456.23560682966,,11036.235606829661
3300,2,§,§,1.0,1.0,1.0,26880,23994.742727311943,,2885.257272688057
3301,2,§,§,1.0,1.0,1.0,524940,38800.57095643989,,486139.4290435601
3302,2,©,©,1.0,1.0,1.0,60,22931.6644345025,,22871.6644345025
3303,2,ª,§,0.0,0.0,0.0,14820,22092.064245363752,,7272.064245363752
3304,2,ª,§,0.0,0.0,0.0,1555380,17467.90514525018,,1537912.0948547497
3305,2,§,§,1.0,1.0,1.0,1754940,29570.86493141509,,1725369.135068585
3306,2,§,§,1.0,1.0,1.0,0,23215.005101678606,,23215.005101678606
3307,2,ª,§,0.0,0.0,0.0,922560,39920.89693099717,,882639.1030690029
3308,2,ª,§,0.0,0.0,0.0,82560,36268.919125193446,,46291.080874806554
3309,2,§,§,1.0,1.0,1.0,1292940,35673.096945100595,,1257266.9030548993
3310,2,§,§,1.0,1.0,1.0,631020,30725.41065666523,,600294.5893433348
3311,2,§,§,1.0,1.0,1.0,534540,38698.62828253526,,495841.37171746476
3312,2,§,§,1.0,1.0,1.0,8460,17456.23560682966,,8996.235606829661
3313,2,§,§,1.0,1.0,1.0,579420,39887.89033458126,,539532.1096654187
3316,2,§,§,1.0,1.0,1.0,420,17497.34142234325,,17077.34142234325
3317,2,§,§,1.0,1.0,1.0,21000,17545.1180149367,,3454.881985063301
3318,2,ª,§,0.0,0.0,0.0,12600,17476.703656644804,,4876.703656644804
3319,2,§,§,1.0,1.0,1.0,377340,7737.253618951259,,369602.74638104875
3320,2,§,§,1.0,1.0,1.0,78840,17456.23560682966,,61383.764393170335
3321,2,§,§,1.0,1.0,1.0,773520,39915.59802397401,,733604.401976026
3322,2,ª,§,0.0,0.0,0.0,2100,17871.869805041268,,15771.869805041268
3325,2,£,§,0.0,0.0,0.0,1920,17509.204248297527,,15589.204248297527
3326,2,§,§,1.0,1.0,1.0,7560,17747.519920210412,,10187.519920210412
3327,2,§,§,1.0,1.0,1.0,0,17459.164777260023,,17459.164777260023
3328,2,§,§,1.0,1.0,1.0,0,17473.774486214446,,17473.774486214446
3329,2,§,§,1.0,1.0,1.0,21600,39718.18073705067,,18118.180737050672
3330,2,§,§,1.0,1.0,1.0,60,30868.89600733862,,30808.89600733862
3332,2,§,§,1.0,1.0,1.0,1101840,39286.98924953619,,1062553.0107504637
3333,2,©,§,0.0,0.0,0.0,405180,33810.91141575405,,371369.08858424594
3335,2,ª,§,0.0,0.0,0.0,1320,22507.399869336212,,21187.399869336212
3337,2,§,§,1.0,1.0,1.0,2778300,22060.079087134392,,2756239.9209128655
3339,2,§,§,1.0,1.0,1.0,66060,17456.23560682966,,48603.764393170335
3340,2,§,§,1.0,1.0,1.0,2460,22956.10195025492,,20496.10195025492
3341,2,§,§,1.0,1.0,1.0,16740,29409.433697525667,,12669.433697525667
3342,2,ª,§,0.0,0.0,0.0,163920,24616.954155815216,,139303.0458441848
3345,2,©,©,1.0,1.0,1.0,0,17538.453523630287,,17538.453523630287
3346,2,©,©,1.0,1.0,1.0,720,23889.578594511266,,23169.578594511266
3347,2,§,,0.0,0.0,0.0,780,0.0,,780.0
3348,2,ª,§,0.0,0.0,0.0,170280,17456.23560682966,,152823.76439317034
3350,2,§,§,1.0,1.0,1.0,360,17494.379251602248,,17134.379251602248
3352,2,§,§,1.0,1.0,1.0,671700,26189.077954718137,,645510.9220452819
3353,2,§,§,1.0,1.0,1.0,592020,17621.384875718137,,574398.6151242818
3354,2,©,©,1.0,1.0,1.0,2592780,332754.81689868926,,2260025.183101311
3355,2,§,§,1.0,1.0,1.0,165840,17464.985403480005,,148375.01459652
3356,2,§,§,1.0,1.0,1.0,67080,17459.164777260023,,49620.835222739974
3359,2,©,©,1.0,1.0,1.0,65040,23875.863036830917,,41164.13696316908
3361,2,§,§,1.0,1.0,1.0,82020,39912.781997465856,,42107.218002534144
3363,2,§,§,1.0,1.0,1.0,2940,17459.164777260023,,14519.164777260023
3364,2,ª,©,0.0,0.0,0.0,0,345376.7254270271,,345376.7254270271
3365,2,§,§,1.0,1.0,1.0,0,24154.054084103434,,24154.054084103434
3366,2,©,©,1.0,1.0,1.0,0,2006.3183146858632,,2006.3183146858632
3367,2,§,§,1.0,1.0,1.0,1200,17456.23560682966,,16256.235606829661
3368,2,§,§,1.0,1.0,1.0,62220,24412.83780583146,,37807.162194168544
3369,2,§,§,1.0,1.0,1.0,0,28806.546308068595,,28806.546308068595
3370,2,§,§,1.0,1.0,1.0,6600,17456.23560682966,,10856.235606829661
3371,2,ª,§,0.0,0.0,0.0,156840,23562.609945222473,,133277.39005477753
3374,2,§,§,1.0,1.0,1.0,4620,17456.23560682966,,12836.235606829661
3375,2,§,§,1.0,1.0,1.0,2160,17456.23560682966,,15296.235606829661
3377,2,§,§,1.0,1.0,1.0,31200,17459.164777260023,,13740.835222739977
3378,2,§,§,1.0,1.0,1.0,0,39614.00032779581,,39614.00032779581
3379,2,§,§,1.0,1.0,1.0,929760,38565.725031474554,,891194.2749685254
3380,2,§,§,1.0,1.0,1.0,3540,17456.23560682966,,13916.235606829661
3381,2,§,§,1.0,1.0,1.0,14640,39959.1647197955,,25319.164719795503
3383,2,§,§,1.0,1.0,1.0,5340,36562.16302844902,,31222.163028449017
3384,2,©,©,1.0,1.0,1.0,0,9705.917793472401,,9705.917793472401
3385,2,©,©,1.0,1.0,1.0,0,2852.5342803867434,,2852.5342803867434
3386,2,£,§,0.0,0.0,0.0,0,37092.0788738588,,37092.0788738588
3387,2,§,§,1.0,1.0,1.0,360,23372.202867145614,,23012.202867145614
3388,2,©,§,0.0,0.0,0.0,690540,17459.164777260023,,673080.83522274
3389,2,§,§,1.0,1.0,1.0,1980,17459.164777260023,,15479.164777260023
3390,2,§,§,1.0,1.0,1.0,246300,17832.247432063232,,228467.75256793678
3391,2,©,§,0.0,0.0,0.0,1118880,17456.23560682966,,1101423.7643931704
3392,2,§,§,1.0,1.0,1.0,5340,17456.23560682966,,12116.235606829661
3393,2,§,§,1.0,1.0,1.0,1800,17459.164777260023,,15659.164777260023
3394,2,§,§,1.0,1.0,1.0,3420,17464.985403480005,,14044.985403480005
3395,2,§,§,1.0,1.0,1.0,1040040,22972.226530612166,,1017067.7734693878
3396,2,§,§,1.0,1.0,1.0,12720,17515.153732873354,,4795.153732873354
3397,2,§,§,1.0,1.0,1.0,4200,21620.65480783631,,17420.65480783631
3399,2,§,§,1.0,1.0,1.0,78780,17456.23560682966,,61323.764393170335
3400,2,©,©,1.0,1.0,1.0,327420,23889.578594511266,,303530.42140548874
3401,2,§,§,1.0,1.0,1.0,23280,23671.719972309973,,391.71997230997295
3402,2,§,§,1.0,1.0,1.0,95100,17500.294164424067,,77599.70583557594
3404,2,§,§,1.0,1.0,1.0,10380,17459.164777260023,,7079.164777260023
3405,2,©,©,1.0,1.0,1.0,406440,332646.62616596965,,73793.37383403035
3406,2,ª,§,0.0,0.0,0.0,360,23231.24439740142,,22871.24439740142
3407,2,§,§,1.0,1.0,1.0,5400,17456.23560682966,,12056.235606829661
3408,2,ª,§,0.0,0.0,0.0,95940,35994.246539612766,,59945.753460387234
3410,2,£,§,0.0,0.0,0.0,414360,17459.164777260023,,396900.83522273996
3411,2,§,§,1.0,1.0,1.0,114000,17533.096473202662,,96466.90352679734
3412,2,§,§,1.0,1.0,1.0,84360,17464.985403480005,,66895.01459651999
3413,2,ª,§,0.0,0.0,0.0,248880,17674.402231930286,,231205.5977680697
3414,2,§,§,1.0,1.0,1.0,0,17456.23560682966,,17456.23560682966
3415,2,ª,§,0.0,0.0,0.0,60,17533.096473202662,,17473.096473202662
3417,2,§,§,1.0,1.0,1.0,3360,17456.23560682966,,14096.235606829661
3420,2,§,§,1.0,1.0,1.0,151740,26433.38711162104,,125306.61288837896
3421,2,§,§,1.0,1.0,1.0,420,11492.63161237965,,11072.63161237965
3422,2,§,§,1.0,1.0,1.0,174540,17456.23560682966,,157083.76439317034
3423,2,ª,§,0.0,0.0,0.0,420,18343.519673403393,,17923.519673403393
3424,2,ª,§,0.0,0.0,0.0,353640,38594.422730186576,,315045.5772698134
3425,2,§,§,1.0,1.0,1.0,300,39905.51564335106,,39605.51564335106
3426,2,§,§,1.0,1.0,1.0,965160,13338.843419931878,,951821.1565800682
3427,2,§,§,1.0,1.0,1.0,3480,18691.330376027938,,15211.330376027938
3428,2,§,§,1.0,1.0,1.0,1820340,35777.69850117699,,1784562.301498823
3429,2,§,§,1.0,1.0,1.0,175620,17456.23560682966,,158163.76439317034
3430,2,§,§,1.0,1.0,1.0,196560,17482.588712042707,,179077.41128795728
3431,2,©,©,1.0,1.0,1.0,1200,23875.863036830917,,22675.863036830917
3432,2,ª,§,0.0,0.0,0.0,244800,36130.78296773087,,208669.21703226914
3433,2,©,©,1.0,1.0,1.0,0,1489.7047373517141,,1489.7047373517141
3434,2,ª,§,0.0,0.0,0.0,720,17456.23560682966,,16736.23560682966
3435,2,©,©,1.0,1.0,1.0,175800,23875.863036830917,,151924.1369631691
3437,2,§,§,1.0,1.0,1.0,234540,17467.90514525018,,217072.09485474983
3438,2,§,§,1.0,1.0,1.0,693960,18280.94165576512,,675679.0583442348
3441,2,§,§,1.0,1.0,1.0,0,6027.585311012273,,6027.585311012273
3445,2,§,§,1.0,1.0,1.0,71820,17459.164777260023,,54360.835222739974
3446,2,§,§,1.0,1.0,1.0,150480,17459.164777260023,,133020.83522274
3447,2,§,§,1.0,1.0,1.0,90660,22661.630749732125,,67998.36925026788
3450,2,ª,§,0.0,0.0,0.0,21360,17456.23560682966,,3903.7643931703387
3451,2,©,©,1.0,1.0,1.0,3720,10763.045815984338,,7043.045815984338
3452,2,§,§,1.0,1.0,1.0,0,25252.588853533147,,25252.588853533147
3453,2,©,©,1.0,1.0,1.0,0,23875.863036830917,,23875.863036830917
3455,2,§,§,1.0,1.0,1.0,60,17459.164777260023,,17399.164777260023
3456,2,¢,©,0.0,0.0,0.0,0,23889.578594511266,,23889.578594511266
3457,2,ª,§,0.0,0.0,0.0,1984260,17459.164777260023,,1966800.83522274
3459,2,©,©,1.0,1.0,1.0,230520,10819.401703623145,,219700.59829637685
3460,2,§,§,1.0,1.0,1.0,0,7991.241295532583,,7991.241295532583
3461,2,§,§,1.0,1.0,1.0,12180,17456.23560682966,,5276.235606829661
3463,2,§,§,1.0,1.0,1.0,3000,18373.267096282518,,15373.267096282518
3464,2,ª,§,0.0,0.0,0.0,95100,17456.23560682966,,77643.76439317034
3466,2,§,§,1.0,1.0,1.0,9480,22044.418082569504,,12564.418082569504
3467,2,§,§,1.0,1.0,1.0,108000,35947.9863898655,,72052.0136101345
3468,2,©,©,1.0,1.0,1.0,780,23875.863036830917,,23095.863036830917
3469,2,§,§,1.0,1.0,1.0,704700,17459.164777260023,,687240.83522274
3470,2,§,§,1.0,1.0,1.0,0,32097.04813975507,,32097.04813975507
3471,2,§,§,1.0,1.0,1.0,480,36948.32637781355,,36468.32637781355
3472,2,ª,§,0.0,0.0,0.0,185100,39873.15648160109,,145226.8435183989
3473,2,§,§,1.0,1.0,1.0,480,17979.890821877565,,17499.890821877565
3474,2,§,§,1.0,1.0,1.0,1800,17456.23560682966,,15656.235606829661
3476,2,©,©,1.0,1.0,1.0,0,4222.146172980479,,4222.146172980479
3477,2,§,§,1.0,1.0,1.0,1980,19113.712352044244,,17133.712352044244
3478,2,§,,0.0,0.0,0.0,0,0.0,,0.0
3479,2,ª,§,0.0,0.0,0.0,412800,18512.87883906383,,394287.1211609362
3481,2,©,©,1.0,1.0,1.0,0,10760.62893609062,,10760.62893609062
3482,2,©,©,1.0,1.0,1.0,1138200,23848.40049260294,,1114351.599507397
3483,2,§,§,1.0,1.0,1.0,9000,17459.164777260023,,8459.164777260023
3485,2,§,§,1.0,1.0,1.0,1500,17462.08137614347,,15962.08137614347
3486,2,ª,§,0.0,0.0,0.0,178800,35500.1376026934,,143299.8623973066
3488,2,§,§,1.0,1.0,1.0,120,18332.422140367347,,18212.422140367347
3489,2,ª,§,0.0,0.0,0.0,0,17459.164777260023,,17459.164777260023
3490,2,ª,§,0.0,0.0,0.0,0,17459.164777260023,,17459.164777260023
3492,2,§,§,1.0,1.0,1.0,1620,17500.294164424067,,15880.294164424067
3493,2,§,§,1.0,1.0,1.0,3120,17459.164777260023,,14339.164777260023
3494,2,§,§,1.0,1.0,1.0,10560,35745.70391428745,,25185.70391428745
3495,2,§,§,1.0,1.0,1.0,89640,17459.164777260023,,72180.83522273997
3496,2,§,§,1.0,1.0,1.0,446100,23923.421198796783,,422176.5788012032
3497,2,§,§,1.0,1.0,1.0,270420,38093.122868433886,,232326.8771315661
3499,2,§,§,1.0,1.0,1.0,92280,17885.209787757638,,74394.79021224237
3500,2,§,§,1.0,1.0,1.0,1500,17459.164777260023,,15959.164777260023
3501,2,§,§,1.0,1.0,1.0,13380,17459.164777260023,,4079.1647772600227
3502,2,§,§,1.0,1.0,1.0,0,0.0,,0.0
3503,2,§,§,1.0,1.0,1.0,402660,17500.294164424067,,385159.70583557594
3504,2,©,©,1.0,1.0,1.0,0,2358.3640571761903,,2358.3640571761903
3505,2,§,§,1.0,1.0,1.0,0,12474.3617822904,,12474.3617822904
3506,2,ª,§,0.0,0.0,0.0,1127940,17464.985403480005,,1110475.01459652
3507,2,§,§,1.0,1.0,1.0,2340,39963.50190347994,,37623.50190347994
