CaseID,Prefix length,Ground truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
3138,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,1461060,70272.22767378703,,1390787.772326213
3140,2,§,§,1.0,1.0,1.0,120,33736.16443676061,,33616.16443676061
3141,2,§§,§,0.5,0.5,1.0,1023120,85653.01136963977,,937466.9886303602
3143,2,ª§,§,0.5,0.5,0.5,173160,79091.3533951279,,94068.6466048721
3144,2,§,§,1.0,1.0,1.0,720,44514.33559656417,,43794.33559656417
3146,2,§,§,1.0,1.0,1.0,200700,31898.059519784514,,168801.94048021547
3147,2,§,§,1.0,1.0,1.0,1672500,99299.3733135034,,1573200.6266864967
3149,2,§,§,1.0,1.0,1.0,0,33768.73883051767,,33768.73883051767
3150,2,©ª©§,©§,0.5,0.5,0.6666666666666666,3100500,34554.276471246514,,3065945.7235287535
3151,2,§,§,1.0,1.0,1.0,600,716.7515102116961,,116.75151021169609
3152,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,1136460,44827.04131418042,,1091632.9586858195
3153,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,542820,39875.82413223085,,502944.17586776917
3154,2,§,§,1.0,1.0,1.0,278220,69887.85708098361,,208332.1429190164
3155,2,§§,§,0.5,0.5,1.0,18240,36195.37098330047,,17955.37098330047
3156,2,©§§,§,0.33333333333333337,0.33333333333333337,0.5,1720860,1009486.9060836445,,711373.0939163555
3157,2,ª§,§,0.5,0.5,0.5,337080,32081.63729406523,,304998.3627059348
3158,2,§,§,1.0,1.0,1.0,94020,39988.882484584174,,54031.117515415826
3159,2,©§,§,0.5,0.5,0.5,22380,26400.820787108903,,4020.8207871089035
3160,2,§,§,1.0,1.0,1.0,100140,36162.18608411208,,63977.81391588792
3161,2,§,§,1.0,1.0,1.0,241860,45749.774939081166,,196110.22506091883
3163,2,§©ª©§,§,0.19999999999999996,0.19999999999999996,0.33333333333333326,240600,33655.33593549518,,206944.66406450482
3164,2,§,§,1.0,1.0,1.0,346620,40791.53694467126,,305828.46305532876
3166,2,§,§,1.0,1.0,1.0,3660,43649.54860847026,,39989.54860847026
3167,2,§,§,1.0,1.0,1.0,60,39899.11098544092,,39839.11098544092
3168,2,§,§,1.0,1.0,1.0,2569560,93943.3547629295,,2475616.6452370705
3169,2,§,§,1.0,1.0,1.0,2040,33669.969932022526,,31629.969932022526
3170,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,1466520,32250.348354401707,,1434269.6516455982
3171,2,§,§,1.0,1.0,1.0,420,31898.948077194476,,31478.948077194476
3173,2,§,§,1.0,1.0,1.0,60,33988.51474118995,,33928.51474118995
3174,2,§,§,1.0,1.0,1.0,3120,33558.69171679325,,30438.691716793248
3175,2,ª§,§,0.5,0.5,0.5,1309200,59218.833412007894,,1249981.166587992
3177,2,§,§,1.0,1.0,1.0,60,36098.93228127839,,36038.93228127839
3179,2,§,§,1.0,1.0,1.0,80280,28206.457090971984,,52073.542909028016
3180,2,§,§,1.0,1.0,1.0,5280,58834.15454418468,,53554.15454418468
3181,2,§,§,1.0,1.0,1.0,535740,97714.23525099621,,438025.7647490038
3182,2,ª§,§,0.5,0.5,0.5,84360,31424.24383668232,,52935.75616331768
3183,2,ª§,§,0.5,0.5,0.5,518760,33349.27626462896,,485410.723735371
3185,2,£§,§,0.5,0.5,0.5,19020,33568.79527945142,,14548.79527945142
3187,2,©§§,©§,0.6666666666666667,0.6666666666666667,1.0,250200,63678.268824040555,,186521.73117595946
3188,2,§,§,1.0,1.0,1.0,1383780,36249.68178825634,,1347530.3182117436
3189,2,§,§,1.0,1.0,1.0,429420,44691.518175336445,,384728.4818246636
3190,2,§,§,1.0,1.0,1.0,60,31996.9916227019,,31936.9916227019
3191,2,©ªª§,©§,0.5,0.5,0.6666666666666666,3647220,39177.98015656584,,3608042.019843434
3193,2,§,§,1.0,1.0,1.0,20820,43980.22796866149,,23160.227968661493
3194,2,©©§,©§,0.6666666666666667,0.6666666666666667,1.0,21660,52259.29363414417,,30599.293634144167
3195,2,§,§,1.0,1.0,1.0,516120,36130.382377904476,,479989.6176220955
3196,2,©ª©§,©§,0.5,0.5,0.6666666666666666,3018420,32797.663451289205,,2985622.3365487107
3197,2,©§,©§,1.0,1.0,1.0,60,34223.70138054726,,34163.70138054726
3198,2,§,§,1.0,1.0,1.0,1319820,38853.67483575424,,1280966.3251642457
3199,2,§,§,1.0,1.0,1.0,1095600,68661.64785523541,,1026938.3521447646
3200,2,©§,©§,1.0,1.0,1.0,155280,62460.103460695806,,92819.8965393042
3201,2,ª§,§,0.5,0.5,0.5,599580,73403.21988990791,,526176.7801100921
3202,2,§,§,1.0,1.0,1.0,97260,58832.47414309646,,38427.52585690354
3203,2,§,§,1.0,1.0,1.0,169980,82597.056920099,,87382.943079901
3204,2,§,§,1.0,1.0,1.0,248460,90889.47361401198,,157570.52638598802
3205,2,§,§,1.0,1.0,1.0,18720,48538.65744084591,,29818.657440845913
3206,2,§,§,1.0,1.0,1.0,278700,31915.471013794016,,246784.528986206
3207,2,§,,0.0,0.0,0.0,0,0,,0.0
3208,2,§,§,1.0,1.0,1.0,95640,36142.078694831536,,59497.921305168464
3209,2,§,§,1.0,1.0,1.0,0,33725.048402223736,,33725.048402223736
3210,2,§,§,1.0,1.0,1.0,120,33616.1940748951,,33496.1940748951
3211,2,ª§,§,0.5,0.5,0.5,1554480,17386.206390968062,,1537093.793609032
3213,2,§,§,1.0,1.0,1.0,431880,23555.70680612288,,408324.2931938771
3214,2,£§,§,0.5,0.5,0.5,2594460,84873.63771815452,,2509586.3622818454
3215,2,§,§,1.0,1.0,1.0,2246820,84116.18786072326,,2162703.812139277
3216,2,§,§,1.0,1.0,1.0,148380,33706.33731744456,,114673.66268255544
3217,2,©§,©§,1.0,1.0,1.0,412500,48323.127867455936,,364176.87213254406
3218,2,§,§,1.0,1.0,1.0,20700,39826.18580943758,,19126.18580943758
3219,2,§,§,1.0,1.0,1.0,1288800,39678.567409523304,,1249121.4325904767
3220,2,§,§,1.0,1.0,1.0,3204900,88683.0344498694,,3116216.9655501307
3221,2,§,§,1.0,1.0,1.0,13980,59420.378784255365,,45440.378784255365
3223,2,£§,§,0.5,0.5,0.5,1316340,97297.82218996006,,1219042.1778100398
3224,2,©§§,©§,0.6666666666666667,0.6666666666666667,1.0,10980,52541.53301512393,,41561.53301512393
3225,2,§,§,1.0,1.0,1.0,1543800,49715.309946011956,,1494084.690053988
3227,2,§,§,1.0,1.0,1.0,1860,53447.151331818495,,51587.151331818495
3228,2,©§,©§,1.0,1.0,1.0,1958880,99132.63279545025,,1859747.3672045497
3230,2,§,§,1.0,1.0,1.0,82680,36305.47654453293,,46374.52345546707
3232,2,§,§,1.0,1.0,1.0,1200,51079.5689568447,,49879.5689568447
3234,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,3275100,64090.05624862791,,3211009.943751372
3235,2,©§,©§,1.0,1.0,1.0,4020,65317.20541095603,,61297.20541095603
3236,2,§,§,1.0,1.0,1.0,11280,31900.01192824314,,20620.01192824314
3237,2,§,§,1.0,1.0,1.0,12000,44651.50891345521,,32651.50891345521
3238,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,2408460,75224.08558420908,,2333235.9144157907
3240,2,§,§,1.0,1.0,1.0,155100,44734.21728788049,,110365.78271211952
3241,2,§,§,1.0,1.0,1.0,188520,33600.70476630307,,154919.29523369693
3243,2,§,§,1.0,1.0,1.0,24720,49912.14052383922,,25192.140523839218
3244,2,©§,©§,1.0,1.0,1.0,2336940,34854.19482015,,2302085.80517985
3245,2,§,§,1.0,1.0,1.0,368100,65511.947576639475,,302588.0524233605
3246,2,§,§,1.0,1.0,1.0,357780,103537.80424824082,,254242.19575175917
3247,2,§,§,1.0,1.0,1.0,0,36103.245109251235,,36103.245109251235
3248,2,§§,§,0.5,0.5,1.0,3360,45083.38710465047,,41723.38710465047
3249,2,¥¥©§§,§,0.19999999999999996,0.19999999999999996,0.33333333333333326,2694300,65774.19290474302,,2628525.807095257
3250,2,ªª©§,§,0.25,0.25,0.33333333333333326,2499420,49549.02579588024,,2449870.9742041198
3252,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,98940,87022.27833839193,,11917.72166160807
3255,2,§,§,1.0,1.0,1.0,533820,46083.8815921394,,487736.11840786063
3256,2,©ª©§,©§,0.5,0.5,0.6666666666666666,1207980,50818.78037932483,,1157161.219620675
3257,2,ª§,§,0.5,0.5,0.5,354360,88925.32652620229,,265434.67347379774
3259,2,§,§,1.0,1.0,1.0,428460,36095.07279892287,,392364.9272010771
3260,2,§,§,1.0,1.0,1.0,1680,53979.12521301562,,52299.12521301562
3261,2,§,§,1.0,1.0,1.0,85020,45394.10716846282,,39625.89283153718
3263,2,§,§,1.0,1.0,1.0,617340,51421.621247422634,,565918.3787525774
3264,2,ª§,§,0.5,0.5,0.5,2328600,39968.93225511764,,2288631.0677448823
3265,2,§,§,1.0,1.0,1.0,331380,40452.97843765086,,290927.02156234917
3266,2,§,§,1.0,1.0,1.0,3120,33735.41792764408,,30615.417927644077
3267,2,§,§,1.0,1.0,1.0,353280,55534.28201869687,,297745.7179813031
3268,2,§,§,1.0,1.0,1.0,0,32209.82227851672,,32209.82227851672
3269,2,§,§,1.0,1.0,1.0,900,39649.662092962484,,38749.662092962484
3270,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,266160,45089.30175380454,,221070.69824619545
3271,2,¦§,§,0.5,0.5,0.5,3384660,85684.14714663784,,3298975.852853362
3272,2,§,§,1.0,1.0,1.0,257340,39877.07838843879,,217462.9216115612
3274,2,©ª©§,©§,0.5,0.5,0.6666666666666666,3480,192291.33998621293,,188811.33998621293
3275,2,§§,§,0.5,0.5,1.0,5400,36147.86640721275,,30747.86640721275
3277,2,§,§,1.0,1.0,1.0,83940,44189.29887815661,,39750.70112184339
3278,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,202200,36248.877855361614,,165951.1221446384
3279,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,1110300,95447.54343200666,,1014852.4565679934
3280,2,§,§,1.0,1.0,1.0,75900,64857.195613053525,,11042.804386946475
3281,2,§,§,1.0,1.0,1.0,420,50187.92577438029,,49767.92577438029
3282,2,§§,§,0.5,0.5,1.0,2100,31921.400774468664,,29821.400774468664
3283,2,§,§,1.0,1.0,1.0,1200720,37368.934693660456,,1163351.0653063396
3284,2,§,§,1.0,1.0,1.0,3720,44868.65541954699,,41148.65541954699
3285,2,§,§,1.0,1.0,1.0,686160,86434.30720654248,,599725.6927934575
3286,2,§,§,1.0,1.0,1.0,627480,48109.65346086451,,579370.3465391354
3287,2,ª©ª©§,§,0.19999999999999996,0.19999999999999996,0.33333333333333326,2406600,31966.829027629024,,2374633.170972371
3288,2,ª§§,§,0.33333333333333337,0.33333333333333337,0.5,1550400,31895.671899533256,,1518504.3281004666
3290,2,§,§,1.0,1.0,1.0,2040,66041.93882633682,,64001.93882633682
3292,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,60420,32270.041688018428,,28149.958311981572
3293,2,§,,0.0,0.0,0.0,0,0,,0.0
3295,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,867900,58257.36593756265,,809642.6340624373
3296,2,©§,©§,1.0,1.0,1.0,595800,290553.01727086946,,305246.98272913054
3297,2,§,©§,0.5,0.5,0.5,60,119619.58418295106,,119559.58418295106
3298,2,§,§,1.0,1.0,1.0,72480,50346.88990394422,,22133.11009605578
3299,2,§,§,1.0,1.0,1.0,6420,31911.291167202256,,25491.291167202256
3300,2,§,§,1.0,1.0,1.0,26880,51468.092195502846,,24588.092195502846
3301,2,§,§,1.0,1.0,1.0,524940,78805.0263478319,,446134.9736521681
3302,2,©§,©§,1.0,1.0,1.0,120,50660.21368275209,,50540.21368275209
3303,2,ª§,§,0.5,0.5,0.5,1901100,49212.10235538634,,1851887.8976446136
3304,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,2324340,39696.73447956169,,2284643.265520438
3305,2,§,§,1.0,1.0,1.0,1754940,59773.81911674057,,1695166.1808832595
3306,2,§,§,1.0,1.0,1.0,0,49364.985609069845,,49364.985609069845
3307,2,ª§,§,0.5,0.5,0.5,1191360,95297.09313313614,,1096062.9068668638
3308,2,ª§,§,0.5,0.5,0.5,691140,113597.0841065189,,577542.9158934811
3309,2,§§,§,0.5,0.5,1.0,1292940,87549.45280065361,,1205390.5471993464
3310,2,§,§,1.0,1.0,1.0,631020,88057.82248670854,,542962.1775132915
3311,2,§,§,1.0,1.0,1.0,534540,77404.79889572036,,457135.2011042796
3312,2,§,§,1.0,1.0,1.0,8460,31975.400282100636,,23515.400282100636
3313,2,§,§,1.0,1.0,1.0,579420,86684.96502066714,,492735.0349793329
3316,2,§©§,§,0.33333333333333337,0.33333333333333337,0.5,11220,39865.067751883726,,28645.067751883726
3317,2,§,§,1.0,1.0,1.0,21000,44957.13941713703,,23957.139417137027
3318,2,ª§,§,0.5,0.5,0.5,3871320,44533.70554364053,,3826786.2944563595
3319,2,§,§,1.0,1.0,1.0,377340,14975.964193403719,,362364.0358065963
3320,2,§,§,1.0,1.0,1.0,78840,39737.194064756135,,39102.805935243865
3321,2,§,§,1.0,1.0,1.0,773520,95347.65023638053,,678172.3497636195
3322,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,341460,40558.07906326802,,300901.92093673197
3325,2,£©ª§,§,0.25,0.25,0.25,2414460,36217.76323449235,,2378242.2367655076
3326,2,§©£§,§,0.25,0.25,0.33333333333333326,273600,45286.73377015079,,228313.2662298492
3327,2,§,§,1.0,1.0,1.0,0,44521.555881096145,,44521.555881096145
3328,2,§,§,1.0,1.0,1.0,0,43247.071391710764,,43247.071391710764
3329,2,§,§,1.0,1.0,1.0,21600,80762.01661949603,,59162.01661949603
3330,2,§,§,1.0,1.0,1.0,60,75479.96593984535,,75419.96593984535
3332,2,§,§,1.0,1.0,1.0,1101840,106597.536577926,,995242.463422074
3333,2,©§,§,0.5,0.5,0.5,430920,66264.41063228014,,364655.58936771983
3335,2,ª§,§,0.5,0.5,0.5,602220,55342.21459215566,,546877.7854078443
3337,2,§,§,1.0,1.0,1.0,2778300,55343.018525050386,,2722956.9814749495
3339,2,§,§,1.0,1.0,1.0,66060,36153.37304531123,,29906.62695468877
3340,2,§,§,1.0,1.0,1.0,2460,48992.42315844575,,46532.42315844575
3341,2,§,§,1.0,1.0,1.0,16740,55121.67706084627,,38381.67706084627
3342,2,ª§,§,0.5,0.5,0.5,165360,51446.20466909826,,113913.79533090175
3345,2,©§,©§,1.0,1.0,1.0,60000,45734.430701086676,,14265.569298913324
3346,2,©ª©§,©§,0.5,0.5,0.6666666666666666,716760,58121.85035447897,,658638.1496455211
3347,2,§,,0.0,0.0,0.0,780,0,,780.0
3348,2,ª©ª§,§,0.25,0.25,0.33333333333333326,2331840,33600.70476630307,,2298239.2952336967
3350,2,§,§,1.0,1.0,1.0,360,31925.084963185484,,31565.084963185484
3352,2,§,§,1.0,1.0,1.0,671700,54533.971891758985,,617166.028108241
3353,2,§,§,1.0,1.0,1.0,592020,44838.7043857622,,547181.2956142378
3354,2,©§,©§,1.0,1.0,1.0,2592900,650579.0562044347,,1942320.9437955653
3355,2,§,§,1.0,1.0,1.0,165840,33622.97914763444,,132217.02085236556
3356,2,§,§,1.0,1.0,1.0,67080,36473.764482293234,,30606.235517706766
3359,2,©§,©§,1.0,1.0,1.0,154140,62645.73640177507,,91494.26359822493
3361,2,§,§,1.0,1.0,1.0,82020,87096.44568138676,,5076.445681386758
3363,2,§,§,1.0,1.0,1.0,2940,32039.699802158295,,29099.699802158295
3364,2,ª§,©§,0.5,0.5,0.33333333333333326,2700,705828.7459783979,,703128.7459783979
3365,2,§,§,1.0,1.0,1.0,0,50750.554886221114,,50750.554886221114
3366,2,©ªª©§,©§,0.4,0.4,0.6666666666666666,925320,304501.4917564244,,620818.5082435756
3367,2,§§,§,0.5,0.5,1.0,1200,31891.18377792171,,30691.18377792171
3368,2,§,§,1.0,1.0,1.0,62220,57985.62452992814,,4234.375470071856
3369,2,§,§,1.0,1.0,1.0,0,67520.14172462873,,67520.14172462873
3370,2,§©§,§,0.33333333333333337,0.33333333333333337,0.5,365280,39953.97789435405,,325326.02210564597
3371,2,ª§,§,0.5,0.5,0.5,516540,49881.606185360135,,466658.3938146399
3374,2,§,§,1.0,1.0,1.0,4620,44413.302992286495,,39793.302992286495
3375,2,§,§,1.0,1.0,1.0,2160,36177.352006163754,,34017.352006163754
3377,2,§,§,1.0,1.0,1.0,31200,36164.00551118962,,4964.005511189622
3378,2,§,§,1.0,1.0,1.0,0,116074.86573415273,,116074.86573415273
3379,2,§,§,1.0,1.0,1.0,929760,102005.45979402351,,827754.5402059765
3380,2,§,§,1.0,1.0,1.0,3540,45090.17519969393,,41550.17519969393
3381,2,§,§,1.0,1.0,1.0,14640,102410.32765333838,,87770.32765333838
3383,2,§,§,1.0,1.0,1.0,5340,101609.82809608566,,96269.82809608566
3384,2,©§,©§,1.0,1.0,1.0,22500,34899.86032418343,,12399.860324183428
3385,2,©ª©§,©§,0.5,0.5,0.6666666666666666,255000,140778.65973809382,,114221.34026190618
3386,2,£§,§,0.5,0.5,0.5,584340,64740.34729133935,,519599.65270866064
3387,2,§,§,1.0,1.0,1.0,360,44922.23180460279,,44562.23180460279
3388,2,©ª©§,§,0.25,0.25,0.33333333333333326,2332620,39669.68485772779,,2292950.315142272
3389,2,§,§,1.0,1.0,1.0,1980,33561.57499491945,,31581.57499491945
3390,2,§,§,1.0,1.0,1.0,246300,39882.84796699532,,206417.15203300468
3391,2,©§,§,0.5,0.5,0.5,1406220,36111.958412016276,,1370108.0415879837
3392,2,§,§,1.0,1.0,1.0,5340,36150.65297160726,,30810.652971607262
3393,2,§,§,1.0,1.0,1.0,1800,39847.789239255304,,38047.789239255304
3394,2,§,§,1.0,1.0,1.0,3420,44921.08030673477,,41501.08030673477
3395,2,§,§,1.0,1.0,1.0,1040040,56430.66719631852,,983609.3328036815
3396,2,§,§,1.0,1.0,1.0,12720,39819.600208769865,,27099.600208769865
3397,2,§,§,1.0,1.0,1.0,4200,61909.6693459611,,57709.6693459611
3399,2,§,§,1.0,1.0,1.0,78780,33738.3435180279,,45041.6564819721
3400,2,©§,©§,1.0,1.0,1.0,328020,58969.20922589075,,269050.79077410925
3401,2,§§,§,0.5,0.5,1.0,23280,57744.41443846861,,34464.41443846861
3402,2,§,§,1.0,1.0,1.0,95100,36276.145083091826,,58823.854916908174
3404,2,§,§,1.0,1.0,1.0,10380,31932.021151130597,,21552.021151130597
3405,2,©§§,©§,0.6666666666666667,0.6666666666666667,1.0,406440,688733.3275556003,,282293.3275556003
3406,2,ª§,§,0.5,0.5,0.5,85200,56411.22169163928,,28788.77830836072
3407,2,§,§,1.0,1.0,1.0,5400,33622.48953436773,,28222.489534367727
3408,2,ª§,§,0.5,0.5,0.5,1811580,65785.55072360914,,1745794.449276391
3410,2,£§,§,0.5,0.5,0.5,2223780,49495.95413561173,,2174284.0458643883
3411,2,§,§,1.0,1.0,1.0,114000,31987.97608952531,,82012.02391047469
3412,2,§,§,1.0,1.0,1.0,84360,33618.333866208886,,50741.666133791114
3413,2,ª§,§,0.5,0.5,0.5,489120,33989.73575205262,,455130.2642479474
3414,2,§,§,1.0,1.0,1.0,0,39650.56576189302,,39650.56576189302
3415,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,7740,31980.650024349292,,24240.650024349292
3417,2,§,§,1.0,1.0,1.0,3360,31921.94781151357,,28561.94781151357
3420,2,§,§,1.0,1.0,1.0,151740,48871.31641023281,,102868.6835897672
3421,2,§,§,1.0,1.0,1.0,420,25362.82555015462,,24942.82555015462
3422,2,§,§,1.0,1.0,1.0,174540,36097.904697879116,,138442.0953021209
3423,2,ªª©§,§,0.25,0.25,0.33333333333333326,1377360,34680.26272945396,,1342679.7372705461
3424,2,ª§,§,0.5,0.5,0.5,2766180,63862.42234725528,,2702317.577652745
3425,2,§,§,1.0,1.0,1.0,300,70624.93056406805,,70324.93056406805
3426,2,§,§,1.0,1.0,1.0,965160,25385.949198942453,,939774.0508010576
3427,2,§,§,1.0,1.0,1.0,3480,35051.14780129394,,31571.14780129394
3428,2,§,§,1.0,1.0,1.0,1820340,65458.41652614541,,1754881.5834738547
3429,2,§,§,1.0,1.0,1.0,175620,31896.44560938683,,143723.55439061316
3430,2,§,§,1.0,1.0,1.0,196560,36312.02889985537,,160247.9711001446
3431,2,©§,©§,1.0,1.0,1.0,18240,77116.73704586206,,58876.73704586206
3432,2,ª§,§,0.5,0.5,0.5,254940,64357.88679473693,,190582.11320526307
3433,2,©ª©§,©§,0.5,0.5,0.6666666666666666,370980,181461.24261940064,,189518.75738059936
3434,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,152580,36097.436240741205,,116482.5637592588
3435,2,©§,©§,1.0,1.0,1.0,440760,64719.48130372581,,376040.5186962742
3437,2,§,§,1.0,1.0,1.0,234540,58012.90989148305,,176527.09010851695
3438,2,§,§,1.0,1.0,1.0,693960,45098.5258259651,,648861.4741740349
3441,2,§,§,1.0,1.0,1.0,0,11255.456448030369,,11255.456448030369
3445,2,§,§,1.0,1.0,1.0,71820,33704.42722124355,,38115.57277875645
3446,2,§,§,1.0,1.0,1.0,150480,36611.21585116291,,113868.78414883709
3447,2,§§,§,0.5,0.5,1.0,90660,43963.69294284549,,46696.30705715451
3450,2,ª©§©§,§,0.19999999999999996,0.19999999999999996,0.33333333333333326,2950800,36121.69023126824,,2914678.3097687317
3451,2,©§,©§,1.0,1.0,1.0,3840,34078.580914984464,,30238.580914984464
3452,2,§,§,1.0,1.0,1.0,0,59568.58653347217,,59568.58653347217
3453,2,©§,©§,1.0,1.0,1.0,189540,65155.39275976323,,124384.60724023677
3455,2,§,§,1.0,1.0,1.0,60,39947.29860225875,,39887.29860225875
3456,2,¢©§,©§,0.6666666666666667,0.6666666666666667,0.6666666666666666,250320,41545.84813927856,,208774.15186072144
3457,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,2299680,44198.465526538974,,2255481.534473461
3459,2,©§,©§,1.0,1.0,1.0,256380,37342.11174463523,,219037.88825536479
3460,2,§,§,1.0,1.0,1.0,0,16021.211449083188,,16021.211449083188
3461,2,§,§,1.0,1.0,1.0,12180,44593.728503374725,,32413.728503374725
3463,2,§,§,1.0,1.0,1.0,3000,46767.411935513315,,43767.411935513315
3464,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,622740,33585.86525309587,,589154.1347469041
3466,2,§,§,1.0,1.0,1.0,9480,43327.274276024276,,33847.274276024276
3467,2,§©§,§,0.33333333333333337,0.33333333333333337,0.5,1293420,65845.22309606594,,1227574.776903934
3468,2,©§,©§,1.0,1.0,1.0,82740,65118.47984844834,,17621.52015155166
3469,2,§,§,1.0,1.0,1.0,704700,33562.058563577935,,671137.941436422
3470,2,§,§,1.0,1.0,1.0,0,76327.06338195113,,76327.06338195113
3471,2,§,§,1.0,1.0,1.0,480,64257.11108630908,,63777.11108630908
3472,2,ª§,§,0.5,0.5,0.5,615360,71191.37080139855,,544168.6291986015
3473,2,§,§,1.0,1.0,1.0,480,45861.38560776315,,45381.38560776315
3474,2,§,§,1.0,1.0,1.0,1800,44595.04925027321,,42795.04925027321
3476,2,©§,©§,1.0,1.0,1.0,480,35056.3008298109,,34576.3008298109
3477,2,§,§,1.0,1.0,1.0,1980,38630.25100401452,,36650.25100401452
3478,2,§,,0.0,0.0,0.0,0,0,,0.0
3479,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,581220,58954.236731302466,,522265.76326869754
3481,2,©§,©§,1.0,1.0,1.0,120,33824.56834329159,,33704.56834329159
